"icao","elevation_ft","heading_deg","frequency_mhz","range_nm","ident","runway"
"ESNK","36","164.4901","109.3","27","FK","ILS RW17"
"ESNK","54","344.4901","109.7","27","NK","ILS RW35"
"ESNN","17","153.23369","108.7","27","NNN","ILS RW16"
"ESNN","12","333.23367","110.3","27","SNN","ILS RW34"
"ESKS","1649","321.3382","111.35","27","SAL","ILS RW33"
"ESKS","1644","141.3382","109.55","27","SAE","ILS RW15"
"ESNH","91","124","111.1","27","NH","ILS RW12"
"ESSD","517","307.48447","109.5","27","SD","ILS RW32"
"ESOE","161","7.662082","109.1","27","SOE","ILS RW01"
"ESOE","192","187.66208","108.5","27","NOE","ILS RW19"
"ESOW","22","185.63206","108.3","27","SCD","ILS RW19"
"ESSU","151","352.07217","110.9","27","SU","ILS RW36"
"ESSA","121","4.358351","109.9","27","SSA","ILS RW01L"
"ESSA","162","4.3964915","109.35","27","TSA","ILS RW01R"
"ESSA","135","69.84729","109.55","27","WSA","ILS RW08"
"ESSA","129","184.39648","111.35","27","USA","ILS RW19L"
"ESSA","144","184.35835","110.7","27","NSA","ILS RW19R"
"ESSA","159","249.84729","110.1","27","ESA","ILS RW26"
"ESSB","71","118.98242","110.3","27","SB","ILS RW12"
"ESSB","51","298.98242","109.7","27","SBA","ILS RW30"
"ESCF","251","12.36345","108.35","27","CFE","ILS RW01"
"ESCF","295","192.36345","110.1","27","CFB","ILS RW19"
"ESSL","142","106.15081","108.7","27","LSL","ILS RW11"
"ESSL","172","286.15082","108.1","27","SL","ILS RW29"
"ESSP","13","84.83878","111.1","27","KSP","ILS RW09"
"ESSP","32","264.83878","109.5","27","SP","ILS RW27"
"ESKN","142","77.13776","111.3","27","WEK","ILS RW08"
"ESKN","137","258.13776","111.9","27","EKN","ILS RW26"
"ESSV","164","194.94627","109.15","27","SV","ILS RW21"
"ESDF","196","3.7201233","108.3","27","NDF","ILS RW01"
"ESDF","207","183.72012","110.7","27","DF","ILS RW19"
"ESMQ","18","146.23463","108.7","27","MQ","ILS RW16"
"EPSN","381","285.9839","111.55","27","ISN","ILS RW29"
"EPCE","504","251.05574","111.3","27","ICE","ILS RW25"
"EPGD","481","286.97522","110.3","27","IGDA","ILS RW29"
"EPOK","136","311.4209","109.5","27","IOW","ILS RW31"
"EPMI","492","299.8585","110.9","27","IMI","ILS RW30"
"EPZG","191","239.71051","111.3","27","IZGA","ILS RW24"
"EPPO","300","282.60645","110.3","27","POZ","ILS RW28"
"EPBY","295","256.0338","109.1","27","BYD","ILS RW26"
"EPKS","272","292.899","111.9","27","IKS","ILS RW29"
"EPPW","394","282.48224","111.1","27","IPW","ILS RW28L"
"EPWR","399","291.98752","110.3","27","WRO","ILS RW29"
"LKCV","787","313.32275","111.75","27","CF","ILS RW31"
"LKPD","731","268.7594","109.35","27","PK","ILS RW27"
"LKMT","812","221.26064","110.95","27","OSV","ILS RW22"
"LZZI","1066","59.588078","108.15","27","ZNA","ILS RW06"
"LKNA","1496","304.43436","111.35","27","LA","ILS RW30"
"LKTB","768","272.53195","111.5","27","BO","ILS RW27"
"LOWW","574","110.98613","110.3","27","OEW","ILS RW11"
"LOWW","597","159.24097","108.5","27","OEZ","ILS RW16"
"LOWW","600","290.9861","109.55","27","OEX","ILS RW29"
"LOWW","587","339.24097","108.1","27","OEN","ILS RW34"
"LZPP","536","8.598391","109.3","27","CN","ILS RW01"
"LZIB","430","218.83939","108.3","27","OKR","ILS RW22"
"LZIB","434","309.03204","110.7","27","OB","ILS RW31"
"LJMB","863","322.24298","110.1","27","MAR","ILS RW32"
"LOWG","1089","344.3775","110.9","27","OEG","ILS RW34C"
"LHPA","471","155.52336","108.55","27","PCN","ILS RW16"
"LHPA","481","335.52335","110.35","27","PCD","ILS RW34"
"LHPR","426","294.63113","111.35","27","GPR","ILS RW29"
"LHSM","410","160.3437","108.75","27","SMK","ILS RW16"
"LJCE","509","84.99309","111.1","27","CKL","ILS RW09"
"LDZA","353","42.7049","109.5","27","IZA","ILS RW04"
"LDZA","349","222.7049","109.1","27","IZG","ILS RW22"
"LHPP","640","334.5948","108.35","27","PCS","ILS RW34"
"LDZD","243","131.85405","110.1","27","IZD","ILS RW13"
"LQBK","430","164.54356","108.7","27","BAL","ILS RW16"
"LQTZ","813","91.31308","110.1","27","TLA","ILS RW09"
"LQSA","1706","112.432144","110.7","27","BHS","ILS RW11"
"LDSP","78","48.500153","110.5","27","IST","ILS RW05"
"LQMO","164","354","108.1","27","MOS","ILS RW33"
"LDDU","527","114.29176","110.1","27","IDU","ILS RW11"
"LYTV","20","334","111.3","27","TIV","ILS RW32"
"LIBA","233","289.81082","108.3","27","IMND","ILS RW29R"
"LIBD","193","65.41451","111.35","27","BAP","ILS RW07"
"LIBG","203","344.68814","108.35","27","ITGT","ILS RW35"
"LIBV","1186","317.9216","109.95","27","IGDL","ILS RW32L"
"LIBN","158","322.80533","111.75","27","GAL","ILS RW32"
"LIBR","27","313.1572","109.55","27","IBRN","ILS RW31"
"LICA","42","274.5256","110.3","27","LAM","ILS RW28"
"LICR","95","17","109.3","27","REG","ILS RW33"
"LICC","38","80.97195","109.9","27","CTN","ILS RW08"
"HLMS","25","323.483","110.1","27","IMIS","ILS RW33"
"HLGD","270","357.9971","109.9","27","ISIT","ILS RW36"
"FTTJ","1020","44.729866","109.9","27","IFL","ILS RW05"
"FEFF","1257","344.4776","110.3","27","BGI","ILS RW34"
"FCOD","1092","35.206898","110.9","27","ILB","ILS RW04"
"FCBB","1076","50.948067","111.7","27","IBV","ILS RW05"
"FZAA","1050","238.94966","110.3","27","NDJ","ILS RW24"
"FYWH","5540","255.55406","110.3","27","WD","ILS RW26"
"FALW","103","206.18698","108.9","27","LWI","ILS RW20L"
"FACT","144","10.297852","110.3","27","CTI","ILS RW01"
"FACT","147","190.29785","109.1","27","KSI","ILS RW19"
"ENHK","23","285","111.5","27","VK","ILS RW29"
"ENTC","15","183.0081","109.9","27","TR","ILS RW18"
"ENTC","27","3.0081007","110.9","27","TC","ILS RW36"
"ENSR","16","182","109.3","27","SR","ILS RW14"
"ESNQ","1432","203.70557","110.3","27","NQ","ILS RW21"
"ESNG","993","288.87784","108.1","27","NG","ILS RW30"
"ESNX","1245","120.16997","109.35","27","ARV","ILS RW12"
"ESNX","1240","300.16998","111.5","27","NX","ILS RW30"
"ESPA","65","127.31373","110.3","27","PA","ILS RW14"
"ESPA","21","307.31372","109.9","27","SPA","ILS RW32"
"ESNO","354","113.67155","110.1","27","NO","ILS RW12"
"ESNU","25","130.47832","109.9","27","NU","ILS RW14"
"ESNU","17","310.4783","110.7","27","SNU","ILS RW32"
"ESNS","125","277.24756","109.5","27","NS","ILS RW28"
"EFVA","21","154.27454","108.5","27","VA","ILS RW16"
"EFPO","89","297.32275","108.1","27","PO","ILS RW30"
"EFTU","162","256.4664","109.5","27","TU","ILS RW26"
"EFMA","15","195.93086","108.9","27","SD","ILS RW21"
"EVLA","18","244.26303","108.55","27","LPJ","ILS RW24"
"UMKK","37","239.71324","109.5","27","IKR","ILS RW24"
"UMKK","42","59.713238","110.3","27","IFG","ILS RW06"
"EYPA","32","186.69287","110.1","27","IAN","ILS RW19"
"EPMB","18","253.07457","110.5","27","IMB","ILS RW25"
"EPSY","492","12.48096","108.1","27","SZY","ILS RW01"
"EPMO","340","76.25152","108.3","27","IMDX","ILS RW08"
"EPWA","394","108.56647","109.9","27","WAS","ILS RW11"
"EPWA","394","325.81198","110.3","27","WA","ILS RW33"
"EPMM","597","264.2465","111.3","27","IMM","ILS RW26"
"EPLK","639","281.4102","110.9","27","IAS","ILS RW28"
"EPLL","597","244.63046","110.5","27","LOD","ILS RW25"
"EPDE","392","294.8436","109.1","27","IDN","ILS RW30"
"EPKT","984","265.20038","109.9","27","IKTO","ILS RW27"
"EPKK","787","251.82379","110.3","27","KRW","ILS RW25"
"EPRZ","682","264.16595","110.3","27","RZW","ILS RW27"
"LZTT","2300","268.12747","110.1","27","TT","ILS RW27"
"LZKZ","740","6.997542","109.5","27","KE","ILS RW01"
"LHBP","499","127.444435","109.15","27","BPL","ILS RW13L"
"LHBP","442","127.414406","110.5","27","FER","ILS RW13R"
"LHBP","446","307.4144","111.5","27","FHL","ILS RW31L"
"LHBP","416","307.44443","109.5","27","BPR","ILS RW31R"
"LHKE","420","118.18034","111.3","27","KEW","ILS RW12"
"LHKE","372","298.18033","109.95","27","KEE","ILS RW30"
"LHDC","387","42.84168","110.1","27","DCN","ILS RW04R"
"LROD","450","187.11362","109.5","27","IOD","ILS RW19"
"LDOS","290","105.60707","111.15","27","ISJ","ILS RW11"
"LDOS","290","285.6071","111.5","27","IOS","ILS RW29"
"LRAR","400","270.27985","110.7","27","IAD","ILS RW27"
"LRTR","341","104.74247","110.9","27","ITS","ILS RW11"
"LRTR","343","284.74246","109.3","27","ITR","ILS RW29"
"LYBE","335","116.98405","110.3","27","YUB","ILS RW12"
"LYBE","333","296.98404","109.9","27","YBE","ILS RW30"
"LYBT","286","120.51164","108.9","27","BTJ","ILS RW12L"
"LYPG","85","359.2791","109.9","27","YUI","ILS RW36"
"LYNI","665","284","109.3","27","YNI","ILS RW29"
"BKPR","1789","170.69472","110.1","27","PRS","ILS RW17"
"LATI","116","170.31625","109.1","27","ITR","ILS RW17"
"LWSK","814","341.4685","108.7","27","MSK","ILS RW34"
"LWOH","2303","13.598237","108.9","27","MOH","ILS RW01"
"LGPZ","11","63.72556","110.9","27","IPRV","ILS RW07L"
"LGKL","26","345.41086","111.3","27","IKTL","ILS RW35L"
"HLLQ","2157","280.64","109.5","27","ILB","ILS RW28"
"HLLB","433","327.27084","110.3","27","IBNI","ILS RW33L"
"FAOB","37","352.55026","110.9","27","OBI","ILS RW35"
"FAGG","622","114.82514","109.5","27","GEI","ILS RW11"
"FAGG","648","294.82513","110.1","27","GGI","ILS RW29"
"ENHF","262","42.846878","111.35","27","HA","ILS RW04"
"ENHF","262","222.84688","110.7","27","HF","ILS RW22"
"ENHV","46","203","108.1","27","HV","ILS RW26"
"ENAT","10","109.09579","108.9","27","AT","ILS RW11"
"ENNA","26","162.48763","109.35","27","BK","ILS RW16"
"ENNA","26","342.4876","108.3","27","BA","ILS RW34"
"EFET","1003","203.23343","111.3","27","ET","ILS RW21"
"EFKT","645","156","111.9","27","HOU","ILS RW16"
"EFKT","641","334.3661","111.9","27","KT","ILS RW34"
"ESUP","541","109.10409","111.5","27","IUP","ILS RW11"
"EFRO","610","205.18878","111.7","27","RO","ILS RW21"
"EFKE","49","176.50145","110.9","27","KE","ILS RW18"
"EFOU","48","109.85685","109.5","27","OU","ILS RW12"
"EFKK","83","180.90533","109.3","27","KK","ILS RW19"
"EFSI","284","306.99295","111.5","27","IL","ILS RW32"
"EFJY","408","303.64877","110.9","27","JY","ILS RW30"
"EFTP","376","235.3362","110.1","27","TP","ILS RW24"
"EEEI","100","61.614285","108.7","27","IAM","ILS RW06"
"EEEI","100","241.61429","108.7","27","IGO","ILS RW24"
"EFHK","134","38.114944","111.9","27","HTV","ILS RW04L"
"EFHK","152","38.232506","111.5","27","HG","ILS RW04R"
"EFHK","220","143.7703","109.1","27","HL","ILS RW15"
"EFHK","149","218.23251","110.3","27","HK","ILS RW22L"
"EFHK","179","218.11494","110.7","27","HUO","ILS RW22R"
"EETN","129","81.21824","108.3","27","IIB","ILS RW08"
"EETN","134","261.21823","109.3","27","ILK","ILS RW26"
"EVRA","33","175.14897","111.1","27","IRV","ILS RW18"
"EVRA","37","355.149","108.1","27","IRP","ILS RW36"
"EVGA","207","179.08232","111.5","27","LDE","ILS RW18"
"EYSA","447","136.13492","108.3","27","ISZ","ILS RW14L"
"EYSA","441","316.13492","108.7","27","IDL","ILS RW32R"
"EYKA","239","77.07073","109.5","27","IKM","ILS RW08"
"EYKA","258","257.07074","109.9","27","ISE","ILS RW26"
"UMMG","434","170.06929","109.5","27","IGP","ILS RW17"
"EYVI","595","13.855672","110.5","27","IAV","ILS RW01"
"EYVI","649","193.85567","109.1","27","IBK","ILS RW19"
"UMBB","466","287.0012","110.3","27","IBY","ILS RW29"
"EPLB","626","251.1076","111.95","27","ISWI","ILS RW25"
"UKLL","1070","129.82774","109.5","27","ILO","ILS RW13"
"UKLL","1073","309.82776","110.3","27","ILV","ILS RW31"
"UKLN","801","148.15953","109.5","27","ICN","ILS RW15"
"UKLN","827","328.15952","110.3","27","ICR","ILS RW33"
"LRSM","407","188.032","110.95","27","ISM","ILS RW19"
"LRBM","555","93.149124","109.3","27","IBM","ILS RW09"
"LRCL","1023","247","111.9","27","ICX","ILS RW25"
"LRTM","963","69.155815","109.9","27","ITM","ILS RW07"
"LRSB","1444","266.3478","110.7","27","ISB","ILS RW27"
"LRCV","614","264.9384","108.7","27","ICV","ILS RW27"
"LRBS","302","68.83813","109.5","27","IBS","ILS RW07"
"LRBS","282","248.83813","110.5","27","IBN","ILS RW25"
"LROP","314","78.95574","110.9","27","ILL","ILS RW08L"
"LROP","314","78.932434","110.3","27","IOP","ILS RW08R"
"LROP","302","258.93243","109.1","27","IOE","ILS RW26L"
"LROP","306","258.95575","110.7","27","IRR","ILS RW26R"
"LBSF","1800","269.67142","109.5","27","ISF","ILS RW27"
"LBSF","1800","89.6714","110.7","27","ISL","ILS RW09"
"LBPD","604","302.32428","109.9","27","IPD","ILS RW30"
"LGTS","4","161.72298","110.3","27","ITSL","ILS RW16"
"LGTS","17","99","109.5","27","IMAK","ILS RW10"
"LGBL","19","257.94467","110.9","27","IANC","ILS RW26"
"LGEL","23","355.8395","111.3","27","IEFS","ILS RW36"
"LGTG","453","279.32916","111.5","27","ITGR","ILS RW28C"
"LGAV","255","31.873697","110.5","27","IATL","ILS RW03L"
"LGAV","271","31.879045","111.1","27","IATR","ILS RW03R"
"LGAV","302","211.87904","111.1","27","IEVL","ILS RW21L"
"LGAV","267","212.17369","110.5","27","IEVR","ILS RW21R"
"LGSA","490","287.32373","110.9","27","ISUD","ILS RW29"
"HSSG","2637","39.827934","110.5","27","GIN","ILS RW04"
"FVFA","3490","117.65111","110.7","27","IFA","ILS RW12"
"FBSK","3292","77.46133","109.9","27","GBW","ILS RW08"
"FAPE","213","86.0504","111.1","27","PEI","ILS RW08"
"FAPE","192","266.05038","109.5","27","PDI","ILS RW26"
"ENMH","42","172","109.5","27","MH","ILS RW17"
"ENBV","43","238.71747","110.9","27","BV","ILS RW24"
"ENBS","490","208.25647","111.1","27","BT","ILS RW21"
"ENKR","282","233.0729","110.3","27","KR","ILS RW23"
"ENVD","127","71.74032","108.7","27","VD","ILS RW07"
"EFIV","466","213.50514","109.9","27","IV","ILS RW22"
"EFKS","868","118.91446","110.3","27","KO","ILS RW12"
"EFKI","431","67.64887","109.9","27","KI","ILS RW07"
"EFKU","318","325.8146","110.3","27","KU","ILS RW33"
"EFJO","380","278.28952","109.5","27","JO","ILS RW28"
"EFSA","312","114.27177","111.1","27","SA","ILS RW12"
"EFMI","324","101.9161","109.5","27","MI","ILS RW11"
"EFUT","337","247.85367","110.5","27","UT","ILS RW25"
"EFLP","399","56.066338","109.9","27","LP","ILS RW06"
"EETU","192","258.43475","108.5","27","IUM","ILS RW26"
"UMMS","643","130","110.7","27","IMDL","ILS RW13L"
"UMMS","677","310","110.1","27","IMN","ILS RW31R"
"UKWW","968","312.27036","110.3","27","IWN","ILS RW31"
"LRSV","1400","337.18323","110.1","27","ISV","ILS RW34"
"LRIA","411","143.84358","109.1","27","IIS","ILS RW14"
"LRBC","591","339.85944","110.7","27","IBC","ILS RW34"
"LUKK","400","81.3217","110.3","27","IRG","ILS RW08"
"LUKK","300","261.32172","109.9","27","ILD","ILS RW26"
"LRTC","138","341.5602","110.7","27","ITC","ILS RW34"
"LRCK","315","359.60034","110.3","27","ICK","ILS RW36"
"LBWN","200","90.91719","109.9","27","IWN","ILS RW09"
"LBBG","120","218.2996","110.3","27","IBG","ILS RW22"
"LTBU","508","43.706184","110.5","27","ICRL","ILS RW04"
"LTBA","92","53.14588","110.3","27","IIST","ILS RW05"
"LTBA","90","233.14589","111.9","27","IATA","ILS RW23"
"LTFJ","300","58.67635","109.9","27","ISAB","ILS RW06"
"LTFJ","306","238.67635","110.9","27","ISBH","ILS RW24"
"LTBH","21","37.33595","108.15","27","ICNK","ILS RW04"
"LTBG","138","356.24014","108.3","27","IBDM","ILS RW36"
"LTFD","36","48.35562","108.9","27","IKFZ","ILS RW05"
"LTBF","332","357.45276","111.75","27","IBRI","ILS RW36R"
"LTBR","771","249.12137","108.5","27","IYEN","ILS RW25R"
"LTBJ","408","163.44345","108.5","27","IIMR","ILS RW16L"
"LTBJ","381","343.44345","110.3","27","IMEN","ILS RW34R"
"LTBL","16","170.7625","108.15","27","ICIG","ILS RW17"
"LTFA","13","171.25409","110.15","27","IKLC","ILS RW17"
"LTFE","20","101.799034","109.3","27","IBDR","ILS RW10L"
"LTFE","30","281.79904","108.7","27","IGML","ILS RW28R"
"LTAY","2792","233.8066","110.7","27","ICRD","ILS RW23"
"LTBS","66","10.037738","110.1","27","IDLM","ILS RW01"
"LTBS","20","190.03773","110.9","27","IDMN","ILS RW19"
"LGRP","18","244.30571","110.3","27","IRDS","ILS RW24"
"HEBA","182","318","111.3","27","BIL","ILS RW32"
"HBBA","2582","174.06532","110.1","27","BJ","ILS RW17"
"FZQA","4343","68.85576","109.9","27","LNO","ILS RW07"
"FLSK","4267","93","109.3","27","CO","ILS RW09"
"FLKK","3779","100.1909","110.3","27","LO","ILS RW10"
"FALM","3072","103","111.1","27","LTI","ILS RW10"
"FAPP","4009","53.744183","108.7","27","PPI","ILS RW05"
"FALA","4508","65.307465","110.7","27","LAI","ILS RW07"
"FAWK","4928","10.048407","111.3","27","WKI","ILS RW01"
"FAOR","5549","34.5288","110.3","27","JSI","ILS RW03L"
"FAOR","5514","34.52541","109.1","27","JNI","ILS RW03R"
"FAOR","5499","214.5254","109.9","27","JAI","ILS RW21L"
"FAOR","5505","214.5288","110.9","27","JBI","ILS RW21R"
"FXMM","5320","216.22147","108.9","27","ILM","ILS RW22"
"FAEL","427","109.10485","110.9","27","BSI","ILS RW11"
"FAEL","391","289.10486","109.9","27","ELI","ILS RW29"
"ULMM","242","130.19249","110.3","27","IPF","ILS RW13"
"ULMM","300","310.19247","108.5","27","IRD","ILS RW31"
"ULMK","492","113.24131","110.5","27","IIO","ILS RW11"
"ULLI","61","95.52516","110.5","27","IPU","ILS RW10L"
"ULLI","67","95.46346","111.9","27","IPK","ILS RW10R"
"ULLI","79","275.46347","108.9","27","IPO","ILS RW28L"
"ULLI","66","275.52518","111.3","27","IPL","ILS RW28R"
"UMII","638","233.1174","111.9","27","IUU","ILS RW23"
"UMOO","632","127.65825","111.1","27","IUF","ILS RW13"
"UMGG","457","102.8351","109.3","27","IGM","ILS RW10"
"UMGG","464","282.83508","108.7","27","IMV","ILS RW28"
"UKBB","410","175.66743","111.3","27","IBI","ILS RW18L"
"UKBB","420","175.54997","108.9","27","IKB","ILS RW18R"
"UKBB","404","355.55","110.5","27","IKE","ILS RW36L"
"UKBB","423","355.66742","109.7","27","INO","ILS RW36R"
"UKKK","571","79.152374","111.7","27","IKI","ILS RW08"
"UKKK","594","259.15237","108.3","27","IKV","ILS RW26"
"UKKM","516","147.57584","111.9","27","ILC","ILS RW15"
"UKKM","511","327.57584","108.7","27","IGO","ILS RW33"
"UKDR","407","177.33159","110.1","27","IRG","ILS RW18"
"UKDR","376","357.3316","108.3","27","IRO","ILS RW36"
"UKOO","174","156.42169","109.1","27","IOD","ILS RW16"
"UKOO","164","336.4217","111.1","27","IOE","ILS RW34"
"UKOH","137","25.915289","110.1","27","IHE","ILS RW03"
"LTAS","44","354","109.75","27","IZCA","ILS RW36"
"LTBQ","182","270.92493","108.35","27","ICNG","ILS RW27"
"LTBI","2569","264.2529","108.75","27","IESK","ILS RW26"
"LTBY","2599","87.36332","110.3","27","IESR","ILS RW09"
"LTAE","2733","27.402462","109.55","27","IZIR","ILS RW03"
"LTAC","3150","32.09408","108.9","27","IAKR","ILS RW03L"
"LTAC","3113","32.08313","110.3","27","IANK","ILS RW03R"
"LTAC","3169","210.48312","108.1","27","IESB","ILS RW21L"
"LTAC","3166","212.09409","108.3","27","IEBG","ILS RW21R"
"LTAD","2642","107.78175","110.5","27","IETI","ILS RW11"
"LTAH","3271","308.02814","109.35","27","IKFK","ILS RW31R"
"LTBZ","3327","126.00626","108.1","27","IZFR","ILS RW13"
"LTBZ","3327","306.00626","111.3","27","IZFE","ILS RW31"
"LTAN","3376","11.34449","108.9","27","IKNY","ILS RW01L"
"LTFC","2835","44.400475","109.15","27","ISPT","ILS RW05"
"LTAI","174","182.24721","108.7","27","IATY","ILS RW18C"
"LTAI","177","182.29608","109.75","27","ILRA","ILS RW18L"
"LTAI","175","2.2472112","110.3","27","IAYT","ILS RW36C"
"LTAI","171","2.2960832","108.1","27","IALY","ILS RW36R"
"LTFG","126","76.61841","108.5","27","IGZP","ILS RW08"
"LCPH","34","285.3142","108.9","27","IPA","ILS RW29"
"LCLK","7","220.06714","110.3","27","ILC","ILS RW22"
"LCRA","75","282.72717","109.7","27","IAK","ILS RW28"
"HESX","580","341","111.5","27","IPSX","ILS RW34L"
"HEAZ","294","356.89493","109.3","27","IALZ","ILS RW36"
"HECA","430","44.033936","109.9","27","IZFC","ILS RW05C"
"HECA","230","44.29985","110.9","27","IZFL","ILS RW05L"
"HECA","497","44.056046","108.9","27","IZFR","ILS RW05R"
"HECA","420","224.03394","109.5","27","ITTC","ILS RW23C"
"HECA","508","224.05605","108.7","27","ITTL","ILS RW23L"
"HECA","230","224.29985","110.3","27","ITTR","ILS RW23R"
"HEAT","815","305.95474","111.3","27","IASU","ILS RW31"
"HELX","321","18.629124","108.5","27","ILUX","ILS RW02"
"HELX","326","198.62912","111.1","27","XIL","ILS RW20"
"HEBL","670","326.0843","109.7","27","IABS","ILS RW33"
"HSMN","921","20.2389","108.5","27","MIN","ILS RW02"
"HSMN","921","200.2389","109.5","27","MIS","ILS RW20"
"HSSK","1264","176.48996","110.7","27","KIS","ILS RW18"
"HSSK","1260","356.48996","109.7","27","KIN","ILS RW36"
"HUEN","3780","170.47098","110.7","27","EL","ILS RW17"
"HRYR","4875","278.94104","109.9","27","KNB","ILS RW28"
"FAHS","1660","181.48355","109.5","27","HSI","ILS RW18"
"FAKN","2825","53.171204","109.1","27","PKI","ILS RW05"
"FDMS","2080","72.30876","109.7","27","IMS","ILS RW07"
"FDSK","1112","199.69223","111.5","27","ISK","ILS RW20"
"FQMA","49","226.84523","110.3","27","MA","ILS RW23"
"FALE","287","62.125996","111.3","27","TNI","ILS RW06"
"FALE","301","242.12599","109.7","27","TGI","ILS RW24"
"ULPB","137","189.97731","110.7","27","IPD","ILS RW19"
"UUEE","620","64.05784","108.1","27","IMR1","ILS RW06C"
"UUEE","600","64.009995","108.75","27","IMA","ILS RW06L"
"UUEE","620","64.025475","109.1","27","INL","ILS RW06R"
"UUEE","622","244.05785","111.3","27","IAD","ILS RW24C"
"UUEE","620","244.02548","110.5","27","IBW","ILS RW24L"
"UUEE","591","244.01","109.35","27","IBR","ILS RW24R"
"UUWW","633","12.312988","111.7","27","IWM","ILS RW01"
"UUWW","629","57.276985","108.9","27","IGT","ILS RW06"
"UUWW","634","192.31299","111.5","27","ITA","ILS RW19"
"UUWW","685","237.27698","111.1","27","IOB","ILS RW24"
